ngram,freq,COMP,NEG,NEUT,None,POS,max.value,max.prop
가*,1,0,0,0,0,1,POS,1
가*/있,1,0,0,0,0,1,POS,1
가*/있/었,1,0,0,0,0,1,POS,1
가*,3,0,0,0,0,1,POS,1
가*/ㄴ다*,1,0,0,0,0,1,POS,1
가,17,0,0.470588235,0.235294118,0,0.294117647,NEG,0.470588235
가/되,11,0,0.363636364,0.272727273,0,0.363636364,NEG,0.363636364
가/되/ㄴ,2,0,0,1,0,0,NEUT,1
가/되/ㄹ,1,0,0,1,0,0,NEUT,1
가/되/어,2,0,1,0,0,0,NEG,1
가/되/어야지요,1,0,0,0,0,1,POS,1
가/아니,6,0,0.666666667,0.166666667,0,0.166666667,NEG,0.666666667
가/아니/ㄴ가,1,0,1,0,0,0,NEG,1
가/아니/면,1,0,0,0,0,1,POS,1
가/아니/ㅂ니다,1,0,1,0,0,0,NEG,1
가,112,0.017857143,0.464285714,0.080357143,0.026785714,0.410714286,NEG,0.464285714
가/가능,1,0,0,0,0,1,POS,1
가/가능/하,1,0,0,0,0,1,POS,1
가/가장,2,0,1,0,0,0,NEG,1
가/가장/많이,1,0,1,0,0,0,NEG,1
가/가장/어렵,1,0,1,0,0,0,NEG,1
가/굵,1,0,0,0,0,1,POS,1
가/그,1,0,1,0,0,0,NEG,1
가/그/동안,1,0,1,0,0,0,NEG,1
가/그리,1,0,1,0,0,0,NEG,1
가/그리/밝,1,0,1,0,0,0,NEG,1
가/극대,1,0,1,0,0,0,NEG,1
가/극대/화,1,0,1,0,0,0,NEG,1
가/꺾이,1,0,1,0,0,0,NEG,1
가/꽤,1,0,0,0,0,1,POS,1
가/꽤/맞,1,0,0,0,0,1,POS,1
가/꿈,1,0,0,1,0,0,NEUT,1
가/꿈/에,1,0,0,1,0,0,NEUT,1
가/나,1,1,0,0,0,0,COMP,1
가/나/에게,1,1,0,0,0,0,COMP,1
가/나,1,0,1,0,0,0,NEG,1
가/나오,1,0,1,0,0,0,NEG,1
가/넘,1,0,1,0,0,0,NEG,1
가/넘/습니다,1,0,1,0,0,0,NEG,1
가/높,2,0,0.5,0,0,0.5,NEG,0.5
가/높/아,1,0,0,0,0,1,POS,1
가/느끼,1,0,0,0,0,1,POS,1
가/느끼/어,1,0,0,0,0,1,POS,1
가/늘,2,0,0.5,0,0,0.5,NEG,0.5
가/늘/고,1,0,1,0,0,0,NEG,1
가/다르,1,0,0,1,0,0,NEUT,1
가/다르/게,1,0,0,1,0,0,NEUT,1
가/단절,1,0,1,0,0,0,NEG,1
가/더욱,1,1,0,0,0,0,COMP,1
가/더욱/막중,1,1,0,0,0,0,COMP,1
가/돋아나,1,0,1,0,0,0,NEG,1
가/둘,1,0,0,1,0,0,NEUT,1
가/둘/로,1,0,0,1,0,0,NEUT,1
가/들,1,0,1,0,0,0,NEG,1
가/뛰쳐나오,1,0,0,0,0,1,POS,1
가/막,1,0,0,0,0,1,POS,1
가/막/을,1,0,0,0,0,1,POS,1
가/막대,1,0,0,0,0,1,POS,1
가/막대/하,1,0,0,0,0,1,POS,1
가/많,7,0,0.714285714,0,0,0.285714286,NEG,0.714285714
가/많/고,1,0,0,0,0,1,POS,1
가/많/은,1,0,1,0,0,0,NEG,1
가/많이,1,0,0,0,0,1,POS,1
가/많이/나오,1,0,0,0,0,1,POS,1
가/맞,1,0,1,0,0,0,NEG,1
가/맞/지,1,0,1,0,0,0,NEG,1
가/무대,1,0,0,0,0,1,POS,1
가/무대/를,1,0,0,0,0,1,POS,1
가/바늘,1,0,1,0,0,0,NEG,1
가/바늘/에,1,0,1,0,0,0,NEG,1
가/보,1,0,0,1,0,0,NEUT,1
가/보/기,1,0,0,1,0,0,NEUT,1
가/살아나,1,0,0,0,0,1,POS,1
가/삼위일체,1,0,0,0,0,1,POS,1
가/새,1,0,1,0,0,0,NEG,1
가/새/어,1,0,1,0,0,0,NEG,1
가/생기,2,0,0.5,0,0,0.5,NEG,0.5
가/생기/ㄴ다,1,0,0,0,0,1,POS,1
가/생기/었,1,0,1,0,0,0,NEG,1
가/성행,1,0,1,0,0,0,NEG,1
가/성행/하,1,0,1,0,0,0,NEG,1
가/속하,1,0,1,0,0,0,NEG,1
가/속하/아,1,0,1,0,0,0,NEG,1
가/쉽,2,0,0.5,0,0,0.5,NEG,0.5
가/쉽/게,1,0,1,0,0,0,NEG,1
가/쉽/지,1,0,0,0,0,1,POS,1
가/시급,1,0,1,0,0,0,NEG,1
가/시급/하,1,0,1,0,0,0,NEG,1
가/쏠쏠,1,0,0,0,0,1,POS,1
가/쏠쏠/하,1,0,0,0,0,1,POS,1
가/아프,1,0,0,1,0,0,NEUT,1
가/아프/고,1,0,0,1,0,0,NEUT,1
가/어우러지,1,0,0,0,0,1,POS,1
가/얼마나,3,0,0,0,0,1,POS,1
가/얼마나/오랜,1,0,0,0,0,1,POS,1
가/얼마나/종류,1,0,0,0,0,1,POS,1
가/얼마나/좋,1,0,0,0,0,1,POS,1
가/없,18,0,0.555555556,0.055555556,0.111111111,0.277777778,NEG,0.555555556
가/없/다,2,0,0.5,0.5,0,0,NEG,0.5
가/없/잖아,1,0,1,0,0,0,NEG,1
가/열리,1,0,0,0,0,1,POS,1
가/열리/ㄴ다,1,0,0,0,0,1,POS,1
가/울리,1,0,0,1,0,0,NEUT,1
가/울리/ㄹ,1,0,0,1,0,0,NEUT,1
가/일어나,1,0,1,0,0,0,NEG,1
가/일정,1,0,1,0,0,0,NEG,1
가/일정/하,1,0,1,0,0,0,NEG,1
가/잇따르,1,0,1,0,0,0,NEG,1
가/있,11,0,0.272727273,0.090909091,0.090909091,0.545454545,POS,0.545454545
가/있/나,1,0,0,0,0,1,POS,1
가/있/다,1,0,0,1,0,0,NEUT,1
가/있/어,1,0,1,0,0,0,NEG,1
가/작용,1,0,0,0,0,1,POS,1
가/작용/하,1,0,0,0,0,1,POS,1
가/장주,1,0,0,1,0,0,NEUT,1
가/장주/가,1,0,0,1,0,0,NEUT,1
가/적,1,0,1,0,0,0,NEG,1
가/적/지,1,0,1,0,0,0,NEG,1
가/주장,1,0,0,0,0,1,POS,1
가/주장/하,1,0,0,0,0,1,POS,1
가/죽,1,0,1,0,0,0,NEG,1
가/죽/어,1,0,1,0,0,0,NEG,1
가/줄,1,0,0,0,0,1,POS,1
가/줄/어,1,0,0,0,0,1,POS,1
가/짧,1,0,1,0,0,0,NEG,1
가/차,1,0,0,0,0,1,POS,1
가/차/기,1,0,0,0,0,1,POS,1
가/차단,1,0,1,0,0,0,NEG,1
가/차단/되,1,0,1,0,0,0,NEG,1
가/크,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
가/크/게,1,0,0,0,0,1,POS,1
가/태익,1,0,0,0,0,1,POS,1
가/태익/이,1,0,0,0,0,1,POS,1
가/특허,1,0,1,0,0,0,NEG,1
가/특허/와,1,0,1,0,0,0,NEG,1
가/평화,1,0,0,0,0,1,POS,1
가/평화/의,1,0,0,0,0,1,POS,1
가/풀리,1,0,1,0,0,0,NEG,1
가/하,1,0,1,0,0,0,NEG,1
가/하/라는,1,0,1,0,0,0,NEG,1
가/횡행,1,0,1,0,0,0,NEG,1
가/횡행/하,1,0,1,0,0,0,NEG,1
가/흐르,1,0,0,0,0,1,POS,1
가/힘,1,0,0,0,0,1,POS,1
가/힘/이,1,0,0,0,0,1,POS,1
가,11,0,0.545454545,0.181818182,0.090909091,0.181818182,NEG,0.545454545
가/기,1,0,0,0,0,1,POS,1
가/기/시작,1,0,0,0,0,1,POS,1
가/ㄴ,1,0,1,0,0,0,NEG,1
가/ㄴ/데,1,0,1,0,0,0,NEG,1
가/네,1,0,0,1,0,0,NEUT,1
가/는,2,0,0.5,0.5,0,0,NEG,0.5
가/는/것,1,0,1,0,0,0,NEG,1
가/는/경우,1,0,0,1,0,0,NEUT,1
가/ㄹ,1,0,1,0,0,0,NEG,1
가/ㄹ/수,1,0,1,0,0,0,NEG,1
가/ㄹ수록,1,0,0,0,1,0,None,1
가/ㅂ시당,1,0,0,0,0,1,POS,1
가/았,2,0,1,0,0,0,NEG,1
가/았/다,1,0,1,0,0,0,NEG,1
가/았/다가,1,0,1,0,0,0,NEG,1
가/지,1,0,1,0,0,0,NEG,1
가,9,0,0.333333333,0,0.111111111,0.555555556,POS,0.555555556
가/고,1,0,1,0,0,0,NEG,1
가/고/있,1,0,1,0,0,0,NEG,1
가/ㄹ,2,0,0,0,0,1,POS,1
가/ㄹ/계획,1,0,0,0,0,1,POS,1
가/ㄹ/수,1,0,0,0,0,1,POS,1
가/며,1,0,0,0,1,0,None,1
가격,3,0,0,0,0,1,POS,1
가격/보다,1,0,0,0,0,1,POS,1
가격/의,1,0,0,0,0,1,POS,1
가격/의/절반,1,0,0,0,0,1,POS,1
가까이,2,0,0.5,0,0,0.5,NEG,0.5
가까이/다가가,1,0,0,0,0,1,POS,1
가까이/초과,1,0,1,0,0,0,NEG,1
가까이/초과/하,1,0,1,0,0,0,NEG,1
가깝,2,0,0.5,0,0,0.5,NEG,0.5
가깝/게,1,0,0,0,0,1,POS,1
가깝/게/느끼,1,0,0,0,0,1,POS,1
가꾸,1,0,0,0,0,1,POS,1
가꾸/며,1,0,0,0,0,1,POS,1
가꾸/며/살아오,1,0,0,0,0,1,POS,1
가늠,1,0,0,0,0,1,POS,1
가늠/하,1,0,0,0,0,1,POS,1
가능*,1,0,1,0,0,0,NEG,1
가능*/성,1,0,1,0,0,0,NEG,1
가능*/성/이,1,0,1,0,0,0,NEG,1
가능,8,0,0.25,0.375,0,0.375,NEUT,0.375
가능/성,5,0,0.4,0.6,0,0,NEUT,0.6
가능/성/의,1,0,1,0,0,0,NEG,1
가능/성/이,2,0,0,1,0,0,NEUT,1
가능/하,3,0,0,0,0,1,POS,1
가능/하/게,1,0,0,0,0,1,POS,1
가능/하/ㄴ,1,0,0,0,0,1,POS,1
가능,5,0,0.4,0.2,0,0.4,NEG,0.4
가능/성,5,0,0.4,0.2,0,0.4,NEG,0.4
가능/성/은,1,0,1,0,0,0,NEG,1
가능/성/이,4,0,0.25,0.25,0,0.5,POS,0.5
가도,1,0,0,0,0,1,POS,1
가도/를,1,0,0,0,0,1,POS,1
가도/를/달리,1,0,0,0,0,1,POS,1
가득,2,0,0.5,0,0,0.5,NEG,0.5
가득/차,2,0,0.5,0,0,0.5,NEG,0.5
가로막히,1,0,1,0,0,0,NEG,1
가르치,4,0,0.5,0,0,0.5,NEG,0.5
가르치/는,1,0,1,0,0,0,NEG,1
가르치/는/책,1,0,1,0,0,0,NEG,1
가르치/ㄹ,1,0,0,0,0,1,POS,1
가르치/ㄹ/수,1,0,0,0,0,1,POS,1
가르치/려면,1,0,1,0,0,0,NEG,1
가르치/려면/공부,1,0,1,0,0,0,NEG,1
가리,1,0,0,0,0,1,POS,1
가리/지,1,0,0,0,0,1,POS,1
가리/지/않,1,0,0,0,0,1,POS,1
가사,1,0,1,0,0,0,NEG,1
가사/노동,1,0,1,0,0,0,NEG,1
가사/노동/에,1,0,1,0,0,0,NEG,1
가스,1,0,1,0,0,0,NEG,1
가스/가,1,0,1,0,0,0,NEG,1
가스/가/새,1,0,1,0,0,0,NEG,1
가슴,5,0.2,0.2,0.2,0,0.4,POS,0.4
가슴/은,1,0,0,0,0,1,POS,1
가슴/은/녹아내리,1,0,0,0,0,1,POS,1
가슴/을,1,0,1,0,0,0,NEG,1
가슴/을/치밀,1,0,1,0,0,0,NEG,1
가슴/이,2,0.5,0,0,0,0.5,COMP,0.5
가슴/이/떨리,1,1,0,0,0,0,COMP,1
가슴/이/뛰,1,0,0,0,0,1,POS,1
가슴/이나,1,0,0,1,0,0,NEUT,1
가슴/이나/이빨,1,0,0,1,0,0,NEUT,1
가을,1,0,0,1,0,0,NEUT,1
가을/같,1,0,0,1,0,0,NEUT,1
가장,31,0.032258065,0.35483871,0,0,0.612903226,POS,0.612903226
가장/고독,1,0,1,0,0,0,NEG,1
가장/고독/하,1,0,1,0,0,0,NEG,1
가장/긍정,1,0,0,0,0,1,POS,1
가장/긍정/적,1,0,0,0,0,1,POS,1
가장/길,1,0,0,0,0,1,POS,1
가장/깜찍,1,1,0,0,0,0,COMP,1
가장/깜찍/하,1,1,0,0,0,0,COMP,1
가장/내용,1,0,0,0,0,1,POS,1
가장/내용/이,1,0,0,0,0,1,POS,1
가장/널리,1,0,0,0,0,1,POS,1
가장/널리/알리,1,0,0,0,0,1,POS,1
가장/단적,1,0,0,0,0,1,POS,1
가장/단적/으로,1,0,0,0,0,1,POS,1
가장/많이,1,0,1,0,0,0,NEG,1
가장/많이/발생,1,0,1,0,0,0,NEG,1
가장/먼저,1,0,0,0,0,1,POS,1
가장/먼저/필요,1,0,0,0,0,1,POS,1
가장/상식,1,0,0,0,0,1,POS,1
가장/상식/적,1,0,0,0,0,1,POS,1
가장/성공,1,0,0,0,0,1,POS,1
가장/성공/하,1,0,0,0,0,1,POS,1
가장/솔직,1,0,0,0,0,1,POS,1
가장/솔직/하,1,0,0,0,0,1,POS,1
가장/아름답,1,0,0,0,0,1,POS,1
가장/아름답/게,1,0,0,0,0,1,POS,1
가장/어렵,1,0,1,0,0,0,NEG,1
가장/어렵/ㄴ,1,0,1,0,0,0,NEG,1
가장/위협,1,0,1,0,0,0,NEG,1
가장/위협/하,1,0,1,0,0,0,NEG,1
가장/인기,2,0,0,0,0,1,POS,1
가장/인기/이,1,0,0,0,0,1,POS,1
가장/일관,1,0,0,0,0,1,POS,1
가장/일관/되,1,0,0,0,0,1,POS,1
가장/전문가,1,0,0,0,0,1,POS,1
가장/전문가/집단,1,0,0,0,0,1,POS,1
가장/좋,2,0,0,0,0,1,POS,1
가장/좋/아,1,0,0,0,0,1,POS,1
가장/친근,1,0,0,0,0,1,POS,1
가장/친근/하,1,0,0,0,0,1,POS,1
가장/크,6,0,0.833333333,0,0,0.166666667,NEG,0.833333333
가장/크/ㄴ,5,0,0.8,0,0,0.2,NEG,0.8
가장/하,1,0,1,0,0,0,NEG,1
가장/하/ㄴ,1,0,1,0,0,0,NEG,1
가장/흉내,1,0,0,0,0,1,POS,1
가장/흉내/내,1,0,0,0,0,1,POS,1
가족,5,0,0.4,0,0,0.6,POS,0.6
가족/들,1,0,0,0,0,1,POS,1
가족/들/이,1,0,0,0,0,1,POS,1
가족/은,1,0,0,0,0,1,POS,1
가족/은/결코,1,0,0,0,0,1,POS,1
가족/이,2,0,0.5,0,0,0.5,NEG,0.5
가족/이/있,1,0,1,0,0,0,NEG,1
가족/이/함께,1,0,0,0,0,1,POS,1
가족/하고*,1,0,1,0,0,0,NEG,1
가족/하고*/함께,1,0,1,0,0,0,NEG,1
가증,1,0,1,0,0,0,NEG,1
가증/스럽,1,0,1,0,0,0,NEG,1
가지,3,0,1,0,0,0,NEG,1
가지/가,1,0,1,0,0,0,NEG,1
가지/가/넘,1,0,1,0,0,0,NEG,1
가지/단점,1,0,1,0,0,0,NEG,1
가지/단점/이,1,0,1,0,0,0,NEG,1
가지/문제,1,0,1,0,0,0,NEG,1
가지,9,0,0.222222222,0.111111111,0.111111111,0.555555556,POS,0.555555556
가지/고,2,0,0,0.5,0.5,0,NEUT,0.5
가지/고/오,1,0,0,1,0,0,NEUT,1
가지/ㄴ,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
가지/ㄴ/사람,1,0,0,0,0,1,POS,1
가지/ㄴ/재주,1,0,1,0,0,0,NEG,1
가지/ㄴ/제품,1,0,0,0,0,1,POS,1
가지/어다,1,0,1,0,0,0,NEG,1
가지/어다/놓,1,0,1,0,0,0,NEG,1
가책,1,0,1,0,0,0,NEG,1
가책/이,1,0,1,0,0,0,NEG,1
가책/이/나,1,0,1,0,0,0,NEG,1
가출,2,0,1,0,0,0,NEG,1
가출/하,1,0,1,0,0,0,NEG,1
가치,5,0,0,0.2,0,0.8,POS,0.8
가치/가,2,0,0,0,0,1,POS,1
가치/가/있,2,0,0,0,0,1,POS,1
가치/는,1,0,0,1,0,0,NEUT,1
가치/는/신,1,0,0,1,0,0,NEUT,1
가치/를,1,0,0,0,0,1,POS,1
가치/를/높이,1,0,0,0,0,1,POS,1
가치/체계,1,0,0,0,0,1,POS,1
가치/체계/나,1,0,0,0,0,1,POS,1
가타부타,1,0,0,1,0,0,NEUT,1
가타부타/아무런,1,0,0,1,0,0,NEUT,1
가타부타/아무런/응답,1,0,0,1,0,0,NEUT,1
가파르,1,0,1,0,0,0,NEG,1
가파르/고,1,0,1,0,0,0,NEG,1
가하,1,0,1,0,0,0,NEG,1
각광,1,0,0,0,0,1,POS,1
각국,1,0,0,0,0,1,POS,1
각국/의,1,0,0,0,0,1,POS,1
각국/의/보건,1,0,0,0,0,1,POS,1
각별,2,0,0,0,0,1,POS,1
각별/하,2,0,0,0,0,1,POS,1
각별/하/ㅁ,1,0,0,0,0,1,POS,1
각별히,1,0,0,0,0,1,POS,1
각성,1,0,0,0,0,1,POS,1
각성/하,1,0,0,0,0,1,POS,1
각양각색,2,0,0,0,0,1,POS,1
각양각색/이,1,0,0,0,0,1,POS,1
각종,1,0,1,0,0,0,NEG,1
각종/범죄,1,0,1,0,0,0,NEG,1
각종/범죄/를,1,0,1,0,0,0,NEG,1
간,1,0,1,0,0,0,NEG,1
간/상속,1,0,1,0,0,0,NEG,1
간곡,1,0,0,0,0,1,POS,1
간곡/하,1,0,0,0,0,1,POS,1
간단히,1,0,0,0,0,1,POS,1
간밤,1,0,0,0,0,1,POS,1
간밤/의,1,0,0,0,0,1,POS,1
간밤/의/긴박,1,0,0,0,0,1,POS,1
간신히,2,0,0.5,0,0.5,0,NEG,0.5
간신히/매달리,1,0,1,0,0,0,NEG,1
간신히/매달리/어,1,0,1,0,0,0,NEG,1
간주,1,0,1,0,0,0,NEG,1
간주/하,1,0,1,0,0,0,NEG,1
간첩,1,0,1,0,0,0,NEG,1
간첩/등,1,0,1,0,0,0,NEG,1
간첩/등/불순,1,0,1,0,0,0,NEG,1
간편,3,0,0,0,0,1,POS,1
간편/하,2,0,0,0,0,1,POS,1
간호,1,0,0,0,0,1,POS,1
갇히,2,0.5,0.5,0,0,0,COMP,0.5
갇히/어,2,0.5,0.5,0,0,0,COMP,0.5
갇히/어/있,2,0.5,0.5,0,0,0,COMP,0.5
갈구,1,0,0,0,0,1,POS,1
갈구/하,1,0,0,0,0,1,POS,1
갈등,2,0,1,0,0,0,NEG,1
갈수록,1,0,1,0,0,0,NEG,1
갈수록/모자라,1,0,1,0,0,0,NEG,1
갈피,2,0,0.5,0,0,0.5,NEG,0.5
갈피/를,1,0,1,0,0,0,NEG,1
갈피/를/못,1,0,1,0,0,0,NEG,1
갈피/마다,1,0,0,0,0,1,POS,1
갈피/마다/에,1,0,0,0,0,1,POS,1
감,2,0,0.5,0,0,0.5,NEG,0.5
감/이,2,0,0.5,0,0,0.5,NEG,0.5
감/이/들,1,0,0,0,0,1,POS,1
감/이/없,1,0,1,0,0,0,NEG,1
감각,1,0,1,0,0,0,NEG,1
감각/적,1,0,1,0,0,0,NEG,1
감각/적/의지,1,0,1,0,0,0,NEG,1
감내,1,0,1,0,0,0,NEG,1
감내/하,1,0,1,0,0,0,NEG,1
감내/하/지,1,0,1,0,0,0,NEG,1
감독,6,0,0.333333333,0.333333333,0,0.333333333,NEG,0.333333333
감독/과*,1,0,0,0,0,1,POS,1
감독/과*/영화,1,0,0,0,0,1,POS,1
감독/과,1,0,0,0,0,1,POS,1
감독/과/영화,1,0,0,0,0,1,POS,1
감독/을,1,0,1,0,0,0,NEG,1
감독/을/게을리,1,0,1,0,0,0,NEG,1
감독/의,1,0,1,0,0,0,NEG,1
감독/의/영화,1,0,1,0,0,0,NEG,1
감독/이,2,0,0,1,0,0,NEUT,1
감독/이/갑자기,1,0,0,1,0,0,NEUT,1
감독/이/미국,1,0,0,1,0,0,NEUT,1
감동,2,0,0,0,0,1,POS,1
감동/깊,1,0,0,0,0,1,POS,1
감동/으로,1,0,0,0,0,1,POS,1
감사,1,0,0,0,0,1,POS,1
감사/하,1,0,0,0,0,1,POS,1
감사/하/ㅂ니다,1,0,0,0,0,1,POS,1
감칠맛,1,0,0,0,0,1,POS,1
감칠맛/나,1,0,0,0,0,1,POS,1
감탄사,1,0,0,0,0,1,POS,1
감탄사/를,1,0,0,0,0,1,POS,1
감탄사/를/연발,1,0,0,0,0,1,POS,1
갑자기,4,0,0.25,0.5,0.25,0,NEUT,0.5
갑자기/돌아오,1,0,0,1,0,0,NEUT,1
갑자기/돌아오/았,1,0,0,1,0,0,NEUT,1
갑자기/호흡,1,0,0,1,0,0,NEUT,1
갑자기/호흡/이,1,0,0,1,0,0,NEUT,1
갑작스레,1,0,0,1,0,0,NEUT,1
갑작스레/꿈,1,0,0,1,0,0,NEUT,1
갑작스레/꿈/에서,1,0,0,1,0,0,NEUT,1
값,5,0,0.2,0,0,0.8,POS,0.8
값/등,1,0,0,0,0,1,POS,1
값/등/을,1,0,0,0,0,1,POS,1
값/싸,1,0,0,0,0,1,POS,1
값/싸/고,1,0,0,0,0,1,POS,1
값/으로,1,0,1,0,0,0,NEG,1
값/으로/팔리,1,0,1,0,0,0,NEG,1
값싸,1,0,0,0,0,1,POS,1
강군,1,0,0,0,0,1,POS,1
강단,1,0,0,0,0,1,POS,1
강단/교류,1,0,0,0,0,1,POS,1
강도,2,0,0.5,0,0,0.5,NEG,0.5
강도/높,1,0,1,0,0,0,NEG,1
강도/높/게,1,0,1,0,0,0,NEG,1
강도/있,1,0,0,0,0,1,POS,1
강력,2,0,0.5,0,0,0.5,NEG,0.5
강력/하,2,0,0.5,0,0,0.5,NEG,0.5
강력/하/ㄴ,2,0,0.5,0,0,0.5,NEG,0.5
강렬,1,0,0,0,0,1,POS,1
강렬/하,1,0,0,0,0,1,POS,1
강물,1,0,1,0,0,0,NEG,1
강물/위,1,0,1,0,0,0,NEG,1
강물/위/에,1,0,1,0,0,0,NEG,1
강박,1,0,1,0,0,0,NEG,1
강박/에,1,0,1,0,0,0,NEG,1
강박/에/시달리,1,0,1,0,0,0,NEG,1
강요,2,0,1,0,0,0,NEG,1
강요/하,1,0,1,0,0,0,NEG,1
강의,1,0,1,0,0,0,NEG,1
강의/하,1,0,1,0,0,0,NEG,1
강의/하/ㄴ다,1,0,1,0,0,0,NEG,1
강점,1,0,0,0,0,1,POS,1
강점/으로,1,0,0,0,0,1,POS,1
강점/으로/내세우,1,0,0,0,0,1,POS,1
강제,1,0,0,0,0,1,POS,1
강제/하,1,0,0,0,0,1,POS,1
강조,5,0,0,0.2,0,0.8,POS,0.8
강조/하,5,0,0,0.2,0,0.8,POS,0.8
강하,1,0,0,0,0,1,POS,1
강화,4,0,0.25,0,0,0.75,POS,0.75
강화/되,1,0,0,0,0,1,POS,1
강화/하,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
강화책,1,0,0,0,0,1,POS,1
갖,6,0,0.5,0,0,0.5,NEG,0.5
갖/게,1,0,0,0,0,1,POS,1
갖/게/되,1,0,0,0,0,1,POS,1
갖/지,2,0,1,0,0,0,NEG,1
갖/지/못하,2,0,1,0,0,0,NEG,1
갖가지,1,0,1,0,0,0,NEG,1
갖가지/사회,1,0,1,0,0,0,NEG,1
갖가지/사회/적,1,0,1,0,0,0,NEG,1
갖추,1,0,0,0,0,1,POS,1
같,21,0,0.333333333,0.142857143,0.285714286,0.238095238,NEG,0.333333333
같/다,3,0,0.666666667,0,0,0.333333333,NEG,0.666666667
같/은,5,0,0.4,0.2,0,0.4,NEG,0.4
같/은/모호,1,0,0,1,0,0,NEUT,1
같/은/연극,1,0,0,0,0,1,POS,1
같/은/영화,1,0,0,0,0,1,POS,1
같/은/인상,1,0,1,0,0,0,NEG,1
같/은/입시,1,0,1,0,0,0,NEG,1
같이,2,0,1,0,0,0,NEG,1
같이/붓,1,0,1,0,0,0,NEG,1
같이/붓/을,1,0,1,0,0,0,NEG,1
같이/비판,1,0,1,0,0,0,NEG,1
같이/비판/하,1,0,1,0,0,0,NEG,1
같이,2,0,0.5,0,0,0.5,NEG,0.5
같이/하,1,0,0,0,0,1,POS,1
같이/허둥대,1,0,1,0,0,0,NEG,1
같이/허둥대/며,1,0,1,0,0,0,NEG,1
갚,1,0,0,0,0,1,POS,1
갚/는,1,0,0,0,0,1,POS,1
갚/는/것,1,0,0,0,0,1,POS,1
개,1,0,0,0,0,1,POS,1
개념,1,0,0,0,0,1,POS,1
개념/만,1,0,0,0,0,1,POS,1
개념/만/벗어나,1,0,0,0,0,1,POS,1
개방,1,0,1,0,0,0,NEG,1
개방/정책,1,0,1,0,0,0,NEG,1
개방/정책/이,1,0,1,0,0,0,NEG,1
개선,3,0,0.333333333,0,0,0.666666667,POS,0.666666667
개선/하,1,0,0,0,0,1,POS,1
개선/하/아,1,0,0,0,0,1,POS,1
개성,3,0,0,0,0,1,POS,1
개성/어리,1,0,0,0,0,1,POS,1
개성/있,1,0,0,0,0,1,POS,1
개성/있,1,0,0,0,0,1,POS,1
개인,2,0.5,0,0,0,0.5,COMP,0.5
개인/적,2,0.5,0,0,0,0.5,COMP,0.5
개인/적/견해,1,1,0,0,0,0,COMP,1
개인/적/자유,1,0,0,0,0,1,POS,1
개입,1,0,1,0,0,0,NEG,1
개조,1,0,1,0,0,0,NEG,1
개조/과제,1,0,1,0,0,0,NEG,1
개척,1,0,0,0,0,1,POS,1
개척/에,1,0,0,0,0,1,POS,1
개척/에/본격,1,0,0,0,0,1,POS,1
개혁,4,0,0.5,0,0,0.5,NEG,0.5
개혁/등,1,0,0,0,0,1,POS,1
개혁/등/을,1,0,0,0,0,1,POS,1
개혁/을,1,0,1,0,0,0,NEG,1
개혁/을/하,1,0,1,0,0,0,NEG,1
객관,2,0,0.5,0,0,0.5,NEG,0.5
객관/적,1,0,1,0,0,0,NEG,1
객관/적/실상,1,0,1,0,0,0,NEG,1
객관/화,1,0,0,0,0,1,POS,1
객관/화/시키,1,0,0,0,0,1,POS,1
거,2,0,1,0,0,0,NEG,1
거/같,1,0,1,0,0,0,NEG,1
거/이,1,0,1,0,0,0,NEG,1
거/이/다,1,0,1,0,0,0,NEG,1
거,1,0,1,0,0,0,NEG,1
거꾸로,1,0,0,0,1,0,None,1
거나,8,0,0.5,0.25,0.125,0.125,NEG,0.5
거나/가족,1,0,1,0,0,0,NEG,1
거나/가족/이,1,0,1,0,0,0,NEG,1
거나/목소리,1,0,0,0,0,1,POS,1
거나/목소리/높이,1,0,0,0,0,1,POS,1
거나/의식,1,0,0,1,0,0,NEUT,1
거나/의식/장애,1,0,0,1,0,0,NEUT,1
거나/인터뷰,1,0,1,0,0,0,NEG,1
거나/인터뷰/를,1,0,1,0,0,0,NEG,1
거나/자,1,0,0,1,0,0,NEUT,1
거나/자/다,1,0,0,1,0,0,NEUT,1
거나/포기,1,0,1,0,0,0,NEG,1
거나/포기/하,1,0,1,0,0,0,NEG,1
거느리,1,0,1,0,0,0,NEG,1
거느리/ㄴ,1,0,1,0,0,0,NEG,1
거느리/ㄴ/일직선,1,0,1,0,0,0,NEG,1
거대,1,1,0,0,0,0,COMP,1
거대/하,1,1,0,0,0,0,COMP,1
거대/하/ㄴ,1,1,0,0,0,0,COMP,1
거두,1,0,0,0,0,1,POS,1
거듭,1,0,0,0,1,0,None,1
거듭/말,1,0,0,0,1,0,None,1
거듭/말/하,1,0,0,0,1,0,None,1
거듭나,1,0,0,0,0,1,POS,1
거룩,1,0,1,0,0,0,NEG,1
거룩/하,1,0,1,0,0,0,NEG,1
거룩/하/ㄴ,1,0,1,0,0,0,NEG,1
거리,1,0,1,0,0,0,NEG,1
거리/를,1,0,1,0,0,0,NEG,1
거리/를/유지,1,0,1,0,0,0,NEG,1
거리낌,1,0,0,0,0,1,POS,1
거리낌/없이,1,0,0,0,0,1,POS,1
